qid,source,year,round,number,subject,question,option1,option2,option3,option4,option5,answer_no,answer_option,explanation
2024-R1-Q52,2024-R1,2024,1,52,유통마케팅,소매점의 성장전략 중 시장침투 전략에 대한 설명으로 옳지 않은 것은?,① 표적시장의 고객에게 더 어필하기 위해 다른 소매믹스를 가진 새로운 소매업태를 선보이는 전략이다.,② 표적고객에 해당하는 고객 중에서 자사의 점포에서 쇼핑하지 않는 고객을 유인하기 위한 전략이다.,③ 기존 고객들이 더욱 자주 점포를 방문하여 더 많은 상품을 구매하도록 유도하는 전략이다.,④ 표적시장에 더 많은 점포를 개설하거나 기존 점포의 영업시간을 보다 늘림으로써 표적고객에 해당하는 범위 내에서 신규 고객을 유인하는 전략이다.,⑤ 충동구매를 유도하는 상품을 진열하여 다른 상품을 끼워팔거나 상품간 교차판매가 이루어지도록 하는 전략 이다.,1,① 표적시장의 고객에게 더 어필하기 위해 다른 소매믹스를 가진 새로운 소매업태를 선보이는 전략이다.,2024-R1 A형 가답안 기준
2024-R1-Q53,2024-R1,2024,1,53,유통마케팅,아래 글상자에서 설명하는 소매업태의 변천과정 이론으로 가장 옳은 것은? 제품구색의 변화에 초점을 맞춘 소매이론으로 소매상은 제품구색이 넓은 소매업태에서 전문화된 좁은 소매업태로 변화되었다가 다시 넓은 제품구색의 소매업태로 변화되어 간다.,① 소매업의 수레바퀴가설,② 소매수명주기이론,③ 소매아코디언이론,④ 중심지이론,⑤ 소매중력법칙,3,③ 소매아코디언이론,2024-R1 A형 가답안 기준
2024-R1-Q54,2024-R1,2024,1,54,유통마케팅,소매점 머천다이징의 매입계획에 포함되는 내용으로 가장 옳지 않은 것은?,① 매입자금의 확보,② 공급업체의 선정,③ 매입조건의 검토,④ 영업수행방식의 준비,⑤ 판매가격의 결정,5,⑤ 판매가격의 결정,2024-R1 A형 가답안 기준
2024-R1-Q55,2024-R1,2024,1,55,유통마케팅,아래 글상자에서 설명하는 용어로 옳은 것은? 경쟁제품과 비교하여 소비자들의 마음속에서 차지하고 있는 자사 제품의 기존 위치를 변화시키는 것을 의미한다.,① 시장세분화,② 목표시장선정,③ 포지셔닝,④ 리포지셔닝,⑤ 지각도,4,④ 리포지셔닝,2024-R1 A형 가답안 기준
2024-R1-Q56,2024-R1,2024,1,56,유통마케팅,다음 중 온라인 프로모션의 유형으로 가장 옳지 않은 것은?,① 디스플레이 광고(display advertising),② 검색관련 광고(search-related advertising),③ 트레이드인 광고(trade-in advertising),④ 콘텐츠 스폰서십(content sponsorship),⑤ 직접 반응 광고(direct-response advertising) 2급 A형 - 8,3,③ 트레이드인 광고(trade-in advertising),2024-R1 A형 가답안 기준
2024-R1-Q57,2024-R1,2024,1,57,유통마케팅,소매업체 대상 판촉프로그램에 대한 설명으로 옳지 않은 것은?,"① 리베이트: 진열위치, 판촉행사, 매출실적 등 소매상의 협력 정도에 따라 판매금액의 일정률에 해당하는 금액을 반환해 주는 것을 말한다.",② 가격할인: 일정 기간의 구매량에 대해 가격을 할인해 주는 방법을 말한다.,③ 할증판촉: 일정량 구매 시 동일제품을 무료로 더 제공 하는 것을 말한다.,④ 진열장비의 지원: 육가공·냉장음료 등의 보관에 필요한 쇼케이스나 진열보조용구 등을 지원하는 것을 말한다.,⑤ 판촉물지원: 신제품 출시 시 많이 사용하는 방법으로 소비자 홍보를 통한 제품구매를 유도하기 위하여 점포 내의 시식행사나 샘플배포비용을 지원하는 것을 말한다.,5,⑤ 판촉물지원: 신제품 출시 시 많이 사용하는 방법으로 소비자 홍보를 통한 제품구매를 유도하기 위하여 점포 내의 시식행사나 샘플배포비용을 지원하는 것을 말한다.,2024-R1 A형 가답안 기준
2024-R1-Q58,2024-R1,2024,1,58,유통마케팅,온라인상의 마케팅 퍼널 모델(funnel model)에 대한 설명 으로 옳지 않은 것은?,① 온라인상의 마케팅 퍼널 모델은 고객이 웹이나 앱 서비 스에 접속한 후 상품을 구매하기까지의 일련의 경로를 단계별로 나누어 시각화한 모델이다.,② 온라인상의 마케팅 퍼널이라는 용어는 상품을 인지 하고 구매까지 나아가는 과정에서 단계별로 좁아지는 깔때기 같은 모양에서 비롯되었다.,③ 온라인상의 마케팅 퍼널 모델은 소비자 정보처리 이론을 바탕으로 형성되었다.,"④ 온라인상의 마케팅 퍼널은 기존 소비자의 구매여정을 새롭게 설계하여, 이탈고객을 대상으로 기업이 설계한 방향대로 구매여정을 최적화하는 프로세스이다.",⑤ 온라인상에서 설계된 퍼널을 통해 기업은 각 단계마다 고객의 전환 및 이탈을 확인할 수 있기 때문에 해당 단계에 적합한 전략들을 수립하는 것이 가능하다.,4,"④ 온라인상의 마케팅 퍼널은 기존 소비자의 구매여정을 새롭게 설계하여, 이탈고객을 대상으로 기업이 설계한 방향대로 구매여정을 최적화하는 프로세스이다.",2024-R1 A형 가답안 기준
2024-R1-Q59,2024-R1,2024,1,59,유통마케팅,고객관리를 위한 고객분석의 내용으로 옳지 않은 것은?,"① 고객세분화 분석을 통한 구매자와 사용자, 잠재고객 파악",② 고객의 구매동기를 분석하여 제품의 특성과 추구목적 이해,③ 고객 구매동기의 변화 가능성과 잠재적 욕구의 파악,④ 미충족된 고객욕구를 파악하여 문제점 및 제품만족도 개선 사항 파악,⑤ 고객서비스 및 접객 방식의 개선 효과 분석을 통해 고객응대에 활용,5,⑤ 고객서비스 및 접객 방식의 개선 효과 분석을 통해 고객응대에 활용,2024-R1 A형 가답안 기준
2024-R1-Q60,2024-R1,2024,1,60,유통마케팅,유통마케팅 조사의 절차 중 조사설계에 해당하는 활동으로 가장 옳지 않은 것은?,① 조사의 성격 규정,② 데이터 수집방법 결정,③ 데이터 수집도구 결정,④ 표본 설정,⑤ 데이터 검증 8 -,5,⑤ 데이터 검증 8 -,2024-R1 A형 가답안 기준
2024-R1-Q61,2024-R1,2024,1,61,유통마케팅,소매점포의 레이아웃 중 아래 글상자의 괄호 안에 들어갈 용어로 가장 옳은 것은? ( ㉠ ) - 고객들의 주통로와 여러 점포들의 입구가 연결되어 있는 형태의 레이아웃 ( ㉡ ) - 일정한 규칙없이 상품이나 점포를 배치함으로써 고객들이 자유롭게 쇼핑할 수 있도록 만들어진 레이아웃,"① ㉠ 경주형 레이아웃, ㉡ 자유형 레이아웃","② ㉠ 격자형 레이아웃, ㉡ 자유형 레이아웃","③ ㉠ 격자형 레이아웃, ㉡ 경주형 레이아웃","④ ㉠ 자유형 레이아웃, ㉡ 격자형 레이아웃","⑤ ㉠ 경주형 레이아웃, ㉡ 격자형 레이아웃",1,"① ㉠ 경주형 레이아웃, ㉡ 자유형 레이아웃",2024-R1 A형 가답안 기준
2024-R1-Q62,2024-R1,2024,1,62,유통마케팅,다음 촉진 예산 결정 방법 중 상향식 접근방법으로 옳은 것은?,① 가용 예산법(affordable method),② 매출액 비율법(percentage-of-sales method),③ 단위당 고정 비용법(fixed-sum-per-unit method),④ 경쟁자 기준법(competitive parity method),⑤ 목표 및 과업기준법(objective and task method),5,⑤ 목표 및 과업기준법(objective and task method),2024-R1 A형 가답안 기준
2024-R1-Q63,2024-R1,2024,1,63,유통마케팅,상품 로스(loss)의 발생원인에 대한 설명으로 옳지 않은 것은?,"① 상품 로스가 발생하는 원인은 다양하지만 크게 상품 운영상의 문제, 로스 관리상의 문제, 장비 및 시설 문제로 분류할 수 있다.",② 과일과 채소 같은 신선식품의 경우 품질 관리를 위한 유통 과정에서의 폐기로 인해 일반적인 상품보다 로스가 발생할 가능성이 높다.,③ 로스 다빈도 상품에 대한 방지대책 미흡은 로스 관리 상의 문제에 속한다.,④ 매입 및 반품에 대한 오류는 상품 운영상의 문제에 속한다.,⑤ 고객 및 직원으로부터 발생하는 도난 사고는 장비 및 시설문제에 속한다.,5,⑤ 고객 및 직원으로부터 발생하는 도난 사고는 장비 및 시설문제에 속한다.,2024-R1 A형 가답안 기준
2024-R1-Q64,2024-R1,2024,1,64,유통마케팅,소매점의 정량적 성과분석을 위한 관리지수로서 옳지 않은 것은?,"① 전월, 전년, 또는 전분기 대비 당월, 금년, 현분기의 실적 증감을 관리하는 신장률 관리",② 매장의 단위면적(평)당 매출액 및 수익 등을 관리하는 평효율 관리,③ 상품에 투자된 자금을 신속하게 회수하여 재고 과다로 인한 자금손실을 방지하는 재고회전율 관리,④ 입점 고객에 대한 신속한 니즈 파악 및 빠른 판매 마무 리를 관리하는 노동생산성 관리,⑤ 입점 고객 대비 구매 고객 수 및 고객 1인당 평균 매입 액을 관리하기 위한 구매율 객단가 관리 2급 A형 - 9,4,④ 입점 고객에 대한 신속한 니즈 파악 및 빠른 판매 마무 리를 관리하는 노동생산성 관리,2024-R1 A형 가답안 기준
2024-R1-Q65,2024-R1,2024,1,65,유통마케팅,플랫폼 비즈니스전략을 수립할 때 고려해야 할 사항으로 가장 옳지 않은 것은?,① 새로운 비즈니스 모델 및 양질의 콘텐츠가 성공의 핵심 요인이다.,② 규모의 경제로 인해 선두주자는 반드시 성공한다.,③ 초기에 충분한 사용자를 확보하기 위해 빠른 시간 내에 네트워크 효과가 나타나게 해야 한다.,④ 제공 서비스 및 콘텐츠의 품질은 지속적으로 유지 되어야 한다.,⑤ 독점적 지위를 이용하여 사용자에게 과다한 부담을 강요하는 것은 장기적으로 해가 될 수 있다.,2,② 규모의 경제로 인해 선두주자는 반드시 성공한다.,2024-R1 A형 가답안 기준
2024-R1-Q66,2024-R1,2024,1,66,유통마케팅,서비스의 소멸성(perishability)을 극복하기 위한 서비스 마케팅으로 가장 옳지 않은 것은?,① 예약 시스템을 활용한 예약제도,② 비수기 할인 등 시즌별 가격 차등화,③ 조조할인 등 시간대별 가격 차등화,④ 고객 후기 및 추천을 활용한 서비스 표준화,⑤ 피크 타임동안 가용능력의 효율성 극대화,4,④ 고객 후기 및 추천을 활용한 서비스 표준화,2024-R1 A형 가답안 기준
2024-R1-Q67,2024-R1,2024,1,67,유통마케팅,상품구매와 관련하여 고관여 상황에서 제품들 사이에 차이가 거의 없다고 판단할 경우 주로 나타나는 고객 구매행동으로 옳은 것은?,① 맥락적 구매행동,② 다양성 추구 구매행동,③ 습관적 구매행동,④ 인지부조화 감소 구매행동,⑤ 체계적 구매행동,4,④ 인지부조화 감소 구매행동,2024-R1 A형 가답안 기준
2024-R1-Q68,2024-R1,2024,1,68,유통마케팅,아래 글상자에서 설명하는 매장 혼잡성 관리 전략으로 옳은 것은? A백화점에서는 에스컬레이터 앞에 패션쇼를 보여주는 비디 오를 설치하여 고객들의 관심을 끌고 있다.,① 시설의 재배치,② 최대용량 조절,③ 고객 수 통제,④ 직원 수 조절,⑤ 고객의 인식관리,5,⑤ 고객의 인식관리,2024-R1 A형 가답안 기준
2024-R1-Q69,2024-R1,2024,1,69,유통마케팅,CRM 채널관리 이슈 및 기대효과에 관한 내용으로 가장 옳지 않은 것은?,① 기존 고객들만을 대상으로 마케팅을 수행하여 지속적인 경쟁우위를 창출할 수 있다.,"② 고객 니즈에 맞는 최적의 채널을 제공하고, 거래비용을 최소화할 수 있는 채널로 고객을 유도할 수 있다.",③ 채널의 정보교환 기능을 활성화하여 고객의 개별 니즈에 부합하는 가치를 창조해야 한다.,④ 채널을 차별화함으로써 발생할 수 있는 채널 간 갈등을 해소해야 한다.,⑤ 고객 행위에 대한 깊은 이해를 바탕으로 고객만족 및 고객 애호도를 증대시킬 수 있다. 9 -,1,① 기존 고객들만을 대상으로 마케팅을 수행하여 지속적인 경쟁우위를 창출할 수 있다.,2024-R1 A형 가답안 기준
2024-R1-Q70,2024-R1,2024,1,70,유통마케팅,"경쟁 점포와는 차별적으로 자사 점포가 대상으로 하는 고객이 가장 원하는 품종에 중점을 두거나, 가격에 대응 하는 상품이나 품질을 차별화하는 방향으로 전개하는 머천다이징으로 옳은 것은?",① 혼합식 머천다이징(scrambled merchandising),② 세그먼트 머천다이징(segment merchandising),③ 선별적 머천다이징(selective merchandising),④ 계획적 머천다이징(programmed merchandising),⑤ 상징적 머천다이징(symbolic merchandising) <제4과목> 유통정보,2,② 세그먼트 머천다이징(segment merchandising),2024-R1 A형 가답안 기준
2024-R1-Q71,2024-R1,2024,1,71,유통정보,"지리적, 공간적 제약을 극복하고 어디서 누구와도 연결이 가능하도록 해주는 광역컴퓨팅기술과 관련 있는 기술로 가장 옳지 않은 것은?",① 인터넷 기술,② 미들웨어 기술,③ 분산처리 기술,④ 네트워크컴퓨팅 기술,⑤ 데이터 압축복원 기술,5,⑤ 데이터 압축복원 기술,2024-R1 A형 가답안 기준
2024-R1-Q72,2024-R1,2024,1,72,유통정보,"유통업체가 수행하는 마케팅 활동 중 소비자가 특정 유형의 개인정보 처리에 대해 구체적이고, 명시적이며, 사전적 동의를 표시하는 별도의 조치를 취한 경우에만 개인 정보를 수집해서 활용하는 유형을 의미하는 용어로 가장 옳은 것은?",① 옵트 아웃(opt out),② 옵트 인(opt in),③ 옵트 오버(opt over),④ 옵트 오프(opt off),⑤ 옵트 온(opt on),2,② 옵트 인(opt in),2024-R1 A형 가답안 기준
2024-R1-Q73,2024-R1,2024,1,73,유통정보,"유통업체에서 ERP 시스템을 도입할 때, 구축 비용에 영향을 미치는 요인으로 옳지 않은 것은?",① ERP 시스템 구축 범위,② 도입하려는 ERP 모듈 수,③ ERP 시스템 이용자 수,④ ERP 시스템 구축 프로젝트 추진 기간,⑤ ERP 데모데이 참여 기업 수,5,⑤ ERP 데모데이 참여 기업 수,2024-R1 A형 가답안 기준
2024-R1-Q74,2024-R1,2024,1,74,유통정보,유통정보시스템을 구축하려 한다. 구축 단계별 설명으로 가장 옳지 않은 것은?,① 분석 - 최종사용자의 비즈니스 요구사항 분석을 수행한다.,② 설계 - 시스템을 지원하기 위해 필요한 기술적 아키 텍처와 서비스 모델을 설계한다.,"③ 개발 - 기술적 아키텍처, 데이터베이스, 서비스를 구현 한다.",④ 테스팅 - 테스트조건을 구성하고 서비스와 시스템에 대한 테스트를 수행한다.,⑤ 구현 - 시스템 사용자를 지원하기 위한 상담창구를 개설한다. 2급 A형 - 1,5,⑤ 구현 - 시스템 사용자를 지원하기 위한 상담창구를 개설한다. 2급 A형 - 1,2024-R1 A형 가답안 기준
2024-R1-Q75,2024-R1,2024,1,75,유통정보,고객 충성도를 강화하기 위한 우수고객우대 프로그램에 대한 설명으로 가장 옳지 않은 것은?,"① 유통업체의 우수고객우대 프로그램은 금전적 혜택과 비금전적 혜택을 제공하는데, 최근에는 금전적 혜택을 강화하는 방향으로 진화하고 있다.",② 유통업체의 우수고객우대 프로그램은 자사에서 제공 하는 혜택이 자사 상품과 직접적인 관련성을 갖도록 함으로써 자사 상품의 가치를 증진시키는 것이 바람직 하다.,③ 유통업체의 우수고객우대 프로그램은 고객의 거래실적이 많을수록 더 많은 혜택을 제공하는 등 고객 등급에 따라 혜택을 차등 제공하는 방식을 채택한다.,④ 유통업체에서 우수고객우대 프로그램을 도입하는 이유는 우수고객의 수익창출 기여도가 매우 높기 때문이다.,⑤ 유통업체의 우수고객우대 프로그램은 우수고객의 유지 및 활성화뿐만 아니라 비우수고객을 우수고객으로 전환 시키는 유력한 수단으로 활용된다.,1,"① 유통업체의 우수고객우대 프로그램은 금전적 혜택과 비금전적 혜택을 제공하는데, 최근에는 금전적 혜택을 강화하는 방향으로 진화하고 있다.",2024-R1 A형 가답안 기준
2024-R1-Q76,2024-R1,2024,1,76,유통정보,오늘날 유통업체에서는 블록체인 기술을 활용해 정보 시스템을 구현하고 있다. 블록체인에 대한 설명으로 가장 옳지 않은 것은?,① 퍼블릭 블록체인은 누구나 참여할 수 있고 모든 참여 자의 상호검증을 거치기 때문에 상대적으로 신뢰도가 높은 반면 처리속도가 느리다.,② 프라이빗 블록체인은 서비스 제공자의 승인을 받아야만 참여할 수 있도록 구축되는 형태이다.,③ 한 번 연결된 블록은 수정하거나 삭제하기 어려워 불변 성을 가진다.,④ 새로운 블록은 생성되는 동시에 모든 참여자에게 전송 되어 공유되므로 참여자들 누구나 볼 수 있어 투명성을 가진다.,⑤ 블록체인은 기존의 분권화된 방식을 탈피한 중앙집중식 방식으로 데이터를 보다 빠르게 처리할 수 있다.,5,⑤ 블록체인은 기존의 분권화된 방식을 탈피한 중앙집중식 방식으로 데이터를 보다 빠르게 처리할 수 있다.,2024-R1 A형 가답안 기준
2024-R1-Q77,2024-R1,2024,1,77,유통정보,고객관계관리(CRM)를 통해 수집된 자료를 분석하는 마이닝 기법과 그 설명이 가장 옳지 않은 것은?,"① 텍스트 마이닝의 주요 분석 기법들로는 주제어 분석, 동시 출현 단어 분석, 토픽 모델링, 감성 분석 등이 있다.",② 오피니언 마이닝은 문서에 나타난 의견의 극성을 분석 하는 감성분석이 중요하다.,"③ 감성분석의 대표적 예로는 영화 리뷰 분석, 온라인 쇼핑 몰의 제품에 대한 구매후기 분석 등이 있다.",④ 웹콘텐츠 마이닝은 웹상에서 사용자가 찾고자 했던 것을 기록하고 있는 웹 서버 로그에서 유용한 정보를 추출하는 과정이다.,⑤ 웹구조 마이닝은 웹사이트의 노드와 연결 구조를 분석 하기 위해 그래프 이론을 사용하는 과정이다. 10 -,4,④ 웹콘텐츠 마이닝은 웹상에서 사용자가 찾고자 했던 것을 기록하고 있는 웹 서버 로그에서 유용한 정보를 추출하는 과정이다.,2024-R1 A형 가답안 기준
2024-R1-Q78,2024-R1,2024,1,78,유통정보,EDI(electronic data interchange)와 관련된 설명으로 가장 옳지 않은 것은?,① EDI는 합의된 표준화를 기반으로 통신망을 통해 정보를 교환하는 기술이다.,② EDI는 서류의 내용을 수동으로 옮겨 작성하는데 있어 발생할 수 있는 오류를 최소화시켜 준다.,③ EDI 구성요소의 하나인 네트워크 소프트웨어는 거래 기업 간 상호 데이터의 인식이 가능하도록 변환해 주는 기능을 수행한다.,④ EDI 시스템 구축은 종이 없는 업무환경이 가능하도록 지원해 준다.,⑤ 애플리케이션 소프트웨어는 각각의 컴퓨터간 데이터의 전송을 가능하게 해주는 기능을 제공한다.,3,③ EDI 구성요소의 하나인 네트워크 소프트웨어는 거래 기업 간 상호 데이터의 인식이 가능하도록 변환해 주는 기능을 수행한다.,2024-R1 A형 가답안 기준
2024-R1-Q79,2024-R1,2024,1,79,유통정보,데이터의 전략적 활용을 위해 사용하는 비즈니스 애널리 틱스(business analytics)에 대한 설명으로 가장 옳지 않은 것은?,① 비즈니스 애널리틱스는 조직에서 기존의 데이터를 기초로 최적 또는 현실적 의사결정을 위한 모델링을 이용하도록 지원해준다.,② 비즈니스 애널리틱스는 질의 및 보고와 같은 기본적인 분석 기술과 예측 모델링처럼 수학적으로 정교한 수준의 분석을 지원한다.,"③ 비즈니스 애널리틱스는 리포트, 쿼리, 알림, 대시 보드, 스코어 카드뿐만 아니라, 데이터 마이닝 등의 예측 모델링과 같은 진보된 형태의 분석 기능도 제공한다.",④ 비즈니스 애널리틱스는 미래 예측을 지원해주는 데이터 패턴 분석과 예측 모델을 위한 데이터 마이닝을 통해 고차원 분석 기능을 포함하고 있다.,"⑤ 비즈니스 애널리틱스는 정보자원을 의사결정에 유용한 지식으로 변환하는 것을 뜻하는 바, 이의 핵심은 발생된 사건에 대해 내부 데이터, 구조화된 데이터, 히스토리컬 데이터만을 단순하게 분석하는 것이다.",5,"⑤ 비즈니스 애널리틱스는 정보자원을 의사결정에 유용한 지식으로 변환하는 것을 뜻하는 바, 이의 핵심은 발생된 사건에 대해 내부 데이터, 구조화된 데이터, 히스토리컬 데이터만을 단순하게 분석하는 것이다.",2024-R1 A형 가답안 기준
2024-R1-Q80,2024-R1,2024,1,80,유통정보,유통업체에서 업무에 활용하고 있는 데이터시각화에 대한 설명으로 가장 옳은 것은?,"① 정보 시각화는 데이터를 활용하여 객관적인 사실을 통계표, 그래프, 이미지 등을 통해 요약적으로 표현하여 주어 직관적 통찰력을 높여 준다.",② 인포그래픽은 과학적 현상의 시각화로 컴퓨터 과학의 한 부분인 컴퓨터 그래픽의 하위 집합으로 간주한다.,"③ 과학적 시각화는 다량의 정보를 차트, 지도 다이어 그램, 로고, 일러스트레이션 등을 활용하여 정적으로 만들어 한눈에 파악할 수 있게 해준다.","④ 인포그래픽은 공학, 통계학, 수학 등을 이용해 데이터 분석기능을 제공하는 통계 분석도구이다.",⑤ 도수분포를 그래프로 나타낸 것은 산포도이다. 2급 A형 - 1,1,"① 정보 시각화는 데이터를 활용하여 객관적인 사실을 통계표, 그래프, 이미지 등을 통해 요약적으로 표현하여 주어 직관적 통찰력을 높여 준다.",2024-R1 A형 가답안 기준
2024-R1-Q81,2024-R1,2024,1,81,유통정보,유통업체에서 활용하는 간편결제 방식에 대한 설명으로 가장 옳은 것은?,① 온라인과 오프라인 상거래에서 빠르고 간편하게 결제 하는 전자결제 서비스이다.,"② 스마트워치 기기에 저장된 생체정보, 신용카드 정보 등을 이용하여 결제되는 경우 반드시 2차 인증 수단을 추가로 인증해야 사용할 수 있다.",③ 우리나라는 간편결제 서비스에 활용되는 QR코드 발급 시 개인·신용정보를 포함할 수 있도록 규정하고 위변조 방지 기술을 반드시 적용하도록 하고 있다.,④ 다른 방식의 결제 서비스에 비해 상대적으로 접속 속도가 느리고 복잡하지만 높은 보안성을 확보하고 있다.,⑤ 간편결제 편의성과 안전성을 높이기 위해서 모바일 결제 시 QR코드 방식은 지원하지 않는다.,1,① 온라인과 오프라인 상거래에서 빠르고 간편하게 결제 하는 전자결제 서비스이다.,2024-R1 A형 가답안 기준
2024-R1-Q82,2024-R1,2024,1,82,유통정보,우리나라의 바코드(EAN-13) 인쇄에 대한 내용으로 가장 옳지 않은 것은?,① 바코드는 백색 바탕에 흑색 바코드를 권장하는 등 주로 밝은색 바탕에 어두운색 바를 사용할 것을 권장한다.,② 일반적인 경우 상품 뒷면 오른쪽 아래 사분면에 인쇄 하도록 하며 어떠한 판독 방해물도 없도록 한다.,"③ 묶음 상품인 경우 개별 상품의 바코드가 반드시 보이 도록 하고, 별도의 바코드를 부착한다.","④ 구석, 접지면, 주름진 곳은 피하고, 가능한 매끄러운 면에 인쇄한다.",⑤ 형태가 원통형인 경우 제품을 똑바로 세웠을 때 측면에 인쇄하되 바코드 막대가 지면과 수평이 되도록 인쇄한다.,3,"③ 묶음 상품인 경우 개별 상품의 바코드가 반드시 보이 도록 하고, 별도의 바코드를 부착한다.",2024-R1 A형 가답안 기준
2024-R1-Q83,2024-R1,2024,1,83,유통정보,"아래 글상자의 괄호 안에 들어갈 용어로 가장 옳은 것은? - ( ㉠ )은(는) SCM의 생산스케줄링의 핵심 엔진 중 하나로 활용된다. 제약경영을 통해 공급 체인 전체의 최적화를 추구하는 기법이다. SCM을 통한 기업의 비용절감, 시스템 최적화의 목표를 달성하도록 한다. - ( ㉡ )은(는) 제품의 생산 및 재고에 관한 의사결정을 고객이 아니라 공급자가 수행하도록 하는 방식으로 수요 예측의 변동성을 감소시켜주는 효과가 있다.","① ㉠ 제약조건이론(TOC), ㉡ APS(advanced planning and scheduling)","② ㉠ 제약조건이론(TOC), ㉡ VMI(vendor managed inventory)","③ ㉠ SCC(supply chain coordinator), ㉡ APS(advanced planning and scheduling)","④ ㉠ SCC(supply chain coordinator), ㉡ VMI(vendor managed inventory)","⑤ ㉠ ECR(efficient consumer response), ㉡ VMI(vendor managed inventory) 11 -",2,"② ㉠ 제약조건이론(TOC), ㉡ VMI(vendor managed inventory)",2024-R1 A형 가답안 기준
2024-R1-Q84,2024-R1,2024,1,84,유통정보,유통정보혁명 시대에 있어서 유통업체에 요구되는 발전 전략으로 가장 옳지 않은 것은?,① 특화된 고객전략에서 불특정 다수를 위한 고객전략 으로의 전환,② 비용중심의 운영전략에서 시간중심의 운영전략으로의 전환,③ 개별 기업중심의 경영체제에서 통합 공급체인 경영체제 로의 전환,④ 유통업의 기본개념을 제품유통 위주에서 정보유통 위주의 전략으로의 전환,⑤ 기술우위의 기본개념을 신제품 개발 위주에서 정보 시스템 및 네트워크 위주의 전략으로의 전환,1,① 특화된 고객전략에서 불특정 다수를 위한 고객전략 으로의 전환,2024-R1 A형 가답안 기준
2024-R1-Q85,2024-R1,2024,1,85,유통정보,"아래 글상자의 괄호 안에 들어갈 용어로 가장 옳은 것은? - 온·오프라인에 관계없이 소비자가 이용가능한 모든 채널을 쇼핑의 창구로 유기적으로 연결하여 쇼핑에 불편이 없도록 채널을 통합하는 것을 ( ㉠ ), 상거래 형태를 온-오프 연계형이라고 한다. - 1인 가구 증가 등 개성 있는 소비자들의 다양한 요구에 맞춤형으로 서비스를 제공하는 ( ㉡ ) 서비스 수요가 증가하고 있다.","① ㉠ e-마켓플레이스, ㉡ 옴니채널","② ㉠ 오픈마켓, ㉡ 초연결화","③ ㉠ e-온디맨드, ㉡ 옴니채널","④ ㉠ 옴니채널, ㉡ 온디맨드","⑤ ㉠ 오픈마켓, ㉡ 온디맨드",4,"④ ㉠ 옴니채널, ㉡ 온디맨드",2024-R1 A형 가답안 기준
2024-R1-Q86,2024-R1,2024,1,86,유통정보,QR(quick response)코드에 대한 설명으로 옳지 않은 것은?,"① QR코드는 삼차원 바코드로, 사진, 영상 등 다양한 정보를 저장할 수 있다.","② QR코드는 바코드와 비교할 때, 많은 용량의 정보를 저장할 수 있다.",③ QR코드는 오류 복원 기능이 있어서 코드 일부가 손상 되어도 데이터를 복원할 수 있다.,④ QR코드는 360° 어느 방향에서든지 판독이 가능하다.,⑤ QR코드는 1994년에 일본의 도요타 자동차의 자회사인 덴소 웨이브가 개발하였다.,1,"① QR코드는 삼차원 바코드로, 사진, 영상 등 다양한 정보를 저장할 수 있다.",2024-R1 A형 가답안 기준
2024-R1-Q87,2024-R1,2024,1,87,유통정보,"아래 글상자에서 설명하는 용어로 가장 옳은 것은? 데이터값 삭제, 총계 처리, 데이터 마스킹 등을 통해 개인 정보의 일부 또는 전부를 삭제하거나 대체함으로써 다른 정보와 쉽게 결합하여도 특정 개인을 식별할 수 없도록 하는 조치를 일컫는다.",① 데이터 라벨링,② 비식별화,③ 데이터 범주화,④ 실명처리,⑤ 데이터 통합화 2급 A형 - 1,2,② 비식별화,2024-R1 A형 가답안 기준
2024-R1-Q88,2024-R1,2024,1,88,유통정보,"아래 글상자에서 설명하는 용어로 가장 옳은 것은? 디지털 관련 모든 것(all things about digital)으로 인해 발생하는 다양한 변화를 동인으로 기업의 비즈니스모델, 전략, 프로세스, 시스템, 조직, 문화 등을 근본적으로 변화 시키는 디지털 기반 경영전략 및 경영활동이다.",① 디지털 전환,② 4차 산업혁명,③ BPI(business process innovation),④ IoT(internet of things),⑤ IoE(internet of everything),1,① 디지털 전환,2024-R1 A형 가답안 기준
2024-R1-Q89,2024-R1,2024,1,89,유통정보,유통업체에서 많이 활용되고 있는 정보기술에 대한 설명 으로 가장 옳지 않은 것은?,"① HS(harmonized system)코드는 GS1(global standard #1), GTIN(global trade item number) 표준과 함께 국내 또는 국외로 유통되는 상품을 식별하기 위해 사용 되는 유통표준코드이다.",② POS(point of sales)시스템을 이용하면 품목별 판매 실적과 단품별 판매동향을 파악할 수 있다.,③ RFID(radio frequency identification) 기술은 무선 통신을 활용하는 기술이다.,"④ RFID(radio frequency identification) 기술은 바코드 기술과 비교해 볼 때, 초기 구축 비용이 많이 발생하는 단점이 있다.",⑤ RFID(radio frequency identification) 기술은 데이터 변환 및 저장이 용이하다.,1,"① HS(harmonized system)코드는 GS1(global standard #1), GTIN(global trade item number) 표준과 함께 국내 또는 국외로 유통되는 상품을 식별하기 위해 사용 되는 유통표준코드이다.",2024-R1 A형 가답안 기준
